2649,pmccoy,Trilith,Peter,Hernandez,Female,phernandez@innoz.edu,Cotati,61.65.98.215,1974/05/31,17134.96,374288044955713,americanexpress
2650,jreed,Gigazoom,Harry,Arnold,Male,harnold@vimbo.mil,Mendota,61.136.84.245,1962/01/19,41206.78,5602246919407635,bankcard
2651,pduncan,Kwimbee,Lawrence,Chapman,Male,lchapman@tambee.biz,Larkspur,70.173.203.248,1986/09/03,25932.95,3554185223795439,jcb
2652,ltorres,Bluezoom,Steven,Henry,Male,shenry@livefish.net,Monrovia,233.182.203.187,1972/02/12,7888.1,3548603761980972,jcb
2653,dwagner,Skippad,Willie,Richardson,Male,wrichardson@kanoodle.org,Palm Springs,178.100.72.34,1957/05/20,42920.41,3567215854588921,jcb
2654,tdaniels,Mita,Daniel,Henderson,Female,dhenderson@twinder.org,Benicia,199.39.138.31,1959/04/04,42158.81,3540590902258657,jcb
2655,dprice,Divape,Pamela,Clark,Male,pclark@fivespan.org,Huntington Beach,120.2.92.250,1952/08/17,45735.01,5514225747936640,mastercard
2656,ehawkins,Edgepulse,Brenda,Ryan,Female,bryan@rooxo.org,Patterson,46.244.20.105,1989/04/25,37754.29,3561095173267381,jcb
2657,cdunn,Oozz,Samuel,Gonzales,Female,sgonzales@voomm.gov,Signal Hill,174.92.115.198,1953/10/13,28273.79,6759269634116825370,maestro
2658,ggibson,Tagtune,Benjamin,Mills,Male,bmills@yamia.name,Clovis,34.162.10.255,1974/07/06,8148.53,677178917526014929,laser
2659,rmiller,Tazz,Shirley,Cunningham,Male,scunningham@pixoboo.gov,Compton,82.233.20.31,1951/02/12,25577.04,6331108623885862816,switch
2660,kevans,Reallinks,Dennis,Gilbert,Male,dgilbert@voolith.info,Newport Beach,65.247.66.48,1976/04/25,44762.53,5038091287936205176,maestro
2661,mwillis,Mynte,Angela,Griffin,Female,agriffin@divavu.edu,Chowchilla,26.32.247.16,1955/03/11,26548.36,5602219505116175,bankcard
2662,pgonzales,DabZ,Emily,Moreno,Male,emoreno@kwideo.org,Pittsburg,77.50.82.240,1985/01/13,39118.84,3570532668148451,jcb
2663,jmills,Brainfire,Jennifer,Mitchell,Female,jmitchell@rhybox.biz,Oakdale,98.168.253.76,1988/03/13,25609.69,6771653610396875870,laser
2664,fhenry,Skyvu,Chris,Medina,Male,cmedina@linkbuzz.gov,Santa Barbara,72.46.83.173,1973/07/01,22677.59,3586503290156891,jcb
2665,cjacobs,Feednation,Stephen,Edwards,Female,sedwards@rhynoodle.edu,Fremont,229.201.203.252,1984/04/16,25541.05,337941353579310,americanexpress
2666,amorales,Topicstorm,Joseph,Morrison,Female,jmorrison@jaloo.org,La Palma,136.164.166.194,1983/04/29,35570.58,3549192213069021,jcb
2667,amorris,Photobug,Christine,Lawrence,Female,clawrence@miboo.com,Larkspur,152.162.148.223,1982/03/20,7275.76,3530494235976337,jcb
2668,wmartin,Talane,Andrea,Cook,Female,acook@jabberbean.edu,Tustin,76.222.91.197,1962/12/14,15860.84,3545560781762678,jcb
2669,pcruz,Flipbug,Donna,Garcia,Female,dgarcia@kanoodle.name,Willits,140.91.219.85,1975/02/20,16669.79,3554787267377261,jcb
2670,jscott,Twiyo,Christine,Meyer,Female,cmeyer@oyoyo.name,San Bernardino,224.224.232.34,1981/05/02,34398.21,3534290377591561,jcb
2671,earmstrong,Ozu,Rachel,Sims,Male,rsims@kare.org,Carmel-by-the-Sea,220.23.107.28,1965/08/30,46288.25,3528567883476348,jcb
2672,spierce,Vinte,Deborah,Castillo,Male,dcastillo@oyondu.com,Santa Maria,175.192.83.133,1966/11/09,1993.18,3557742084364239,jcb
2673,jhill,Dabjam,Mary,Powell,Female,mpowell@photobug.name,Bradbury,251.228.15.208,1975/11/04,37699.88,5121210185543897,mastercard
2674,rmarshall,Vitz,Barbara,Howell,Male,bhowell@zoombox.edu,San Jacinto,200.16.231.165,1972/07/29,15469.4,30091754147018,diners-club-carte-blanche
2675,fhanson,Roomm,Debra,Arnold,Female,darnold@trupe.com,Loyalton,85.239.212.36,1955/02/02,13569.96,5506122297001661,diners-club-us-ca
2676,vmcdonald,Bluezoom,Douglas,Sullivan,Male,dsullivan@meeveo.info,Fairfield,196.32.143.45,1973/10/17,19630.96,201475046868247,diners-club-enroute
2677,ptorres,Dablist,Juan,George,Female,jgeorge@dynabox.org,San Jacinto,4.115.201.87,1959/03/11,49261.4,3539535308648012,jcb
2678,hstone,Linkbridge,Johnny,Lane,Male,jlane@viva.name,Long Beach,188.7.125.182,1967/12/29,26869.68,5048371241812641,mastercard
2679,eyoung,Zoomzone,Jose,Lane,Male,jlane@youfeed.net,Hayward,181.78.206.126,1978/06/12,39869.68,3555379775990949,jcb
2680,srichards,Yabox,Mary,Hernandez,Male,mhernandez@skiptube.gov,Coachella,200.182.181.249,1989/06/20,32776.01,3542666243127666,jcb
2681,bwallace,Shuffledrive,Adam,Hernandez,Female,ahernandez@twitterworks.com,Lawndale,229.15.28.9,1971/06/08,6567.06,3564467901722853,jcb
2682,ccoleman,Livefish,Diana,Berry,Male,dberry@feedmix.edu,San Dimas,28.179.169.162,1985/04/21,26564.88,3561859680959784,jcb
2683,dchavez,Livefish,Howard,Garcia,Male,hgarcia@youfeed.name,Hermosa Beach,231.137.192.102,1975/03/18,9801.71,4844934924818596,visa-electron
2684,drichardson,Skippad,Chris,Watson,Female,cwatson@mynte.org,San Ramon,223.251.238.198,1975/02/28,42114.43,3571257871132295,jcb
2685,lrose,Quire,Adam,Little,Male,alittle@zava.info,Upland,251.236.82.38,1950/12/23,9789.22,30583254521841,diners-club-carte-blanche
2686,jking,Tagopia,Kathleen,Thomas,Female,kthomas@zoomzone.name,Plymouth,9.63.123.6,1985/08/04,18686.61,201557128653710,diners-club-enroute
2687,rphillips,Flashset,Jean,Ferguson,Male,jferguson@edgeify.net,Tehama,7.10.231.40,1970/11/17,22816.32,3570438586689115,jcb
2688,tpierce,Vinte,Eric,Murphy,Male,emurphy@agivu.gov,San Gabriel,135.164.142.47,1984/03/14,47870.75,337941225615110,americanexpress
2689,djenkins,Aivee,William,Dunn,Male,wdunn@fadeo.name,City of Industry,241.56.100.74,1984/09/05,42081.3,3550474937764715,jcb
2690,gwhite,Minyx,Denise,Peterson,Male,dpeterson@latz.mil,Ventura,175.30.248.246,1961/08/12,19951.32,3557425365027002,jcb
2691,cstephens,Vitz,Randy,Edwards,Male,redwards@feednation.net,Wheatland,47.104.29.205,1951/12/10,42753.52,30585828167415,diners-club-carte-blanche
2692,efernandez,Skidoo,Margaret,Wagner,Female,mwagner@skyble.mil,Fairfax,165.214.15.147,1979/07/28,49362.75,3578211959065086,jcb
2693,narnold,Thoughtstorm,Katherine,Ramirez,Female,kramirez@snaptags.edu,Dana Point,214.108.217.116,1980/07/02,35194.05,4405295542703110,visa-electron
2694,cmcdonald,Mymm,Adam,Little,Female,alittle@skalith.net,South Pasadena,178.172.104.226,1973/07/07,26703.91,5602252662353356,china-unionpay
2695,epeterson,Skinte,Victor,Hill,Male,vhill@brainsphere.name,Pleasanton,209.22.193.145,1980/04/01,32608.11,4801979814586,visa
2696,djohnson,Vipe,Joshua,Robertson,Male,jrobertson@twiyo.info,Ripon,0.65.82.62,1961/01/20,12443.62,5602246629019113321,china-unionpay
2697,cgeorge,Gigaclub,William,Green,Male,wgreen@youfeed.org,Westminster,243.152.10.112,1976/02/20,9552.6,3575381050625428,jcb
2698,ptucker,Vimbo,Norma,Bell,Female,nbell@skyble.com,Roseville,139.52.65.87,1978/01/10,4524.22,3560904440976628,jcb
2699,thoward,Jayo,Carolyn,Reynolds,Female,creynolds@yadel.gov,Oakley,226.72.166.12,1980/07/02,22719.44,6304365935352382,maestro
2700,glee,Chatterpoint,Chris,Harris,Male,charris@skimia.com,Vallejo,30.203.111.167,1979/08/05,6125.25,3567588790014081,jcb
2701,fduncan,Brainverse,Randy,Dean,Male,rdean@skalith.name,Duarte,1.68.158.146,1952/03/27,24465.73,3585541239488695,jcb
2702,caustin,Shuffletag,Pamela,Lane,Female,plane@bubbletube.net,Thousand Oaks,250.170.102.144,1972/03/31,37722.0,3570853615699077,jcb
2703,cwagner,Wordtune,Robert,Perry,Male,rperry@voonyx.mil,Paso Robles,169.161.149.210,1977/09/29,38490.6,374288426747142,americanexpress
2704,ncarter,Ooba,Rose,Lewis,Male,rlewis@fivebridge.gov,St. Helena,85.11.42.126,1984/04/23,17897.36,5560486035016411,mastercard
2705,phenderson,Voonix,Louise,Lawson,Female,llawson@npath.org,Manteca,215.57.84.154,1982/03/09,19210.65,3532460065746288,jcb
2706,gburke,Agivu,Samuel,Peters,Female,speters@gabspot.gov,Dixon,2.114.88.16,1975/05/30,36982.3,3536515953822594,jcb
2707,jmitchell,Oyope,Linda,Moreno,Female,lmoreno@wikibox.name,Murrieta,44.0.145.102,1988/03/26,50915.28,4736555859508,visa
2708,tgonzales,Skinte,Pamela,Ferguson,Female,pferguson@photofeed.biz,Gustine,249.190.49.152,1982/02/10,29017.73,3578968004290288,jcb
2709,gjohnston,Gabcube,Howard,Alvarez,Male,halvarez@yodoo.net,San Jose,142.39.10.19,1977/10/11,15059.13,30072817531869,diners-club-carte-blanche
2710,dwagner,Eayo,Bonnie,Wheeler,Male,bwheeler@shuffledrive.edu,El Segundo,57.157.195.156,1979/12/21,38652.02,50183663538377978,maestro
2711,agrant,Edgepulse,Russell,Hanson,Female,rhanson@brainbox.info,Portola Valley,72.30.63.166,1984/08/19,28723.57,676706835836169279,solo
2712,jlynch,Bluezoom,Kathy,Knight,Male,kknight@nlounge.edu,Carmel-by-the-Sea,248.19.42.80,1981/03/02,34775.15,201562470848041,diners-club-enroute
2713,drose,Pixope,Patrick,Franklin,Male,pfranklin@mynte.com,Redondo Beach,63.93.122.34,1967/02/27,46229.97,30300748500780,diners-club-carte-blanche
2714,jfernandez,Zooxo,Heather,Sims,Female,hsims@eamia.gov,Cudahy,26.123.183.50,1957/06/25,43623.52,3563991188661923,jcb
2715,lhowell,Tagtune,Virginia,Williamson,Male,vwilliamson@feedmix.gov,Simi Valley,184.74.205.243,1952/04/14,44094.39,67619624449349934,maestro
2716,cparker,Skippad,Roy,Perez,Male,rperez@yamia.edu,Turlock,219.216.39.152,1977/09/09,1110.21,3564264995179524,jcb
2717,eholmes,Kamba,Nancy,Hill,Female,nhill@leexo.info,Los Altos,23.137.185.5,1963/03/19,41564.35,5610310813524695,bankcard
2718,dhayes,Dabshots,Karen,Murphy,Male,kmurphy@eare.org,Lynwood,135.14.139.110,1955/09/26,23942.07,6761322519893703398,maestro
2719,pwheeler,Fliptune,Gregory,Gomez,Female,ggomez@yoveo.mil,San Dimas,144.158.181.140,1965/03/09,46946.39,5020552701507607750,maestro
2720,sfox,Gigaclub,Brandon,Gray,Male,bgray@youbridge.com,Hillsborough,67.184.156.170,1977/10/21,43663.45,36127353882250,diners-club-international
2721,awarren,Podcat,Kathy,Scott,Male,kscott@realfire.edu,Avalon,32.209.35.23,1970/09/02,43970.09,6304444196116560,maestro
2722,croberts,Twimbo,Mark,Clark,Male,mclark@aibox.com,Loma Linda,117.170.150.100,1966/10/07,25474.17,561076253791026862,china-unionpay
2723,jprice,Quatz,Bobby,Evans,Male,bevans@dynabox.gov,San Ramon,7.182.229.98,1953/11/22,33477.78,3585579725702948,jcb
2724,hlewis,Zoombox,Brian,Rose,Female,brose@livetube.com,Red Bluff,246.116.252.116,1964/05/28,21608.79,3554380988413852,jcb
2725,kstone,Kaymbo,Marilyn,Day,Male,mday@skimia.gov,Beaumont,57.214.159.108,1966/01/19,12495.25,5176672274776072,mastercard
2726,gmiller,Skinix,Theresa,Freeman,Male,tfreeman@eazzy.info,Cupertino,24.158.246.3,1961/03/07,46012.6,3582758458268102,jcb
2727,bfisher,Katz,Donna,Bennett,Male,dbennett@browsecat.org,Palo Alto,34.74.202.249,1957/02/13,13438.59,3546815464695622,jcb
2728,ariley,Bluejam,Ruth,Patterson,Female,rpatterson@muxo.biz,San Juan Capistrano,59.192.172.112,1970/02/01,38950.29,502085619600276976,maestro
2729,jarmstrong,Twitterbridge,Matthew,Ray,Male,mray@rhybox.org,Brea,152.208.153.221,1955/10/17,16346.74,3559877273405795,jcb
2730,bcoleman,Brainfire,Carlos,Woods,Male,cwoods@wikibox.mil,Anaheim,190.255.226.191,1952/04/12,10875.78,5002350467735771,mastercard
2731,sjackson,Youopia,Pamela,Gordon,Male,pgordon@gigazoom.name,Red Bluff,232.41.41.84,1985/04/29,31338.32,3578204486083425,jcb
2732,cwheeler,Voonte,Carolyn,Wright,Male,cwright@jetwire.net,Victorville,60.193.112.35,1972/01/13,2876.5,5007660384054410,mastercard
2733,jhenry,Oyope,Kathleen,Simmons,Female,ksimmons@skipstorm.com,Fillmore,139.96.99.186,1986/10/29,42206.22,374283198398968,americanexpress
2734,vwillis,Shuffledrive,Louis,Matthews,Female,lmatthews@gabtune.name,San Luis Obispo,171.95.175.160,1988/08/29,24791.27,5002353866398456,mastercard
2735,jhawkins,Tazzy,Phyllis,Taylor,Female,ptaylor@photofeed.edu,Orange Cove,77.219.2.71,1980/04/23,4767.34,4917354227407397,visa-electron
2736,sdean,Ozu,Norma,Hart,Female,nhart@aivee.com,Westlake Village,205.125.19.51,1975/02/05,50079.11,490599217805146537,switch
2737,jgonzalez,Edgeblab,Patrick,Thompson,Male,pthompson@brightdog.info,Beaumont,114.11.130.189,1963/09/26,49852.74,3574801542879862,jcb
2738,chamilton,Oyope,John,Morrison,Female,jmorrison@skipstorm.net,Sanger,18.104.254.199,1953/01/21,44555.06,3589693989101600,jcb
2739,sortiz,Tazzy,Rebecca,Wagner,Male,rwagner@quire.gov,Calistoga,253.32.111.81,1967/10/21,31282.03,3542374205535790,jcb
2740,arivera,Meevee,Susan,White,Female,swhite@vitz.com,Studio City,8.189.48.52,1984/06/22,16262.39,676127568980450994,maestro
2741,ereid,Meezzy,Antonio,Morgan,Male,amorgan@rooxo.gov,Mountain View,95.150.1.3,1965/09/05,28455.05,3570582138156816,jcb
2742,lporter,Ailane,Mildred,Owens,Female,mowens@gabspot.mil,Woodlake,66.171.156.188,1981/08/07,15031.28,5550530197090938,mastercard
2743,rbailey,Mynte,Deborah,Stone,Male,dstone@trupe.edu,Rancho Cucamonga,48.214.102.198,1959/07/31,47345.22,3548724637379072,jcb
2744,ccastillo,Zoonoodle,Theresa,Palmer,Male,tpalmer@kanoodle.mil,La Mirada,182.4.69.60,1951/06/13,49745.6,30407514230128,diners-club-carte-blanche
2745,lcastillo,Tanoodle,Christopher,Smith,Male,csmith@devbug.net,San Bernardino,77.123.74.243,1984/11/16,18325.04,201694253947631,diners-club-enroute
2746,tlawrence,BlogXS,Justin,Lane,Female,jlane@layo.com,Loma Linda,193.176.75.78,1965/05/06,36643.52,3547221813894967,jcb
2747,pwillis,Dynabox,Diana,Hunter,Female,dhunter@skimia.net,Lindsay,47.168.52.197,1978/09/11,48102.99,0604500681092135,maestro
2748,kanderson,Vitz,Fred,Harrison,Male,fharrison@buzzdog.biz,Piedmont,128.198.65.77,1953/09/05,26513.47,6762380182983966,maestro
2749,ajordan,Kwinu,Gloria,Hicks,Male,ghicks@tagcat.net,San Leandro,17.217.121.199,1969/01/29,5651.79,3570097096103197,jcb
2750,rburke,Abata,Doris,Murphy,Male,dmurphy@rhyloo.org,Loyalton,205.167.239.13,1975/06/02,2343.52,3573986093616671,jcb
2751,jlewis,Skyba,Joyce,Bryant,Female,jbryant@vidoo.name,Cypress,219.188.139.113,1988/04/01,47668.89,5610959443404783,china-unionpay
2752,cmason,Flashset,Randy,Ford,Male,rford@quinu.org,Clayton,54.122.176.135,1955/02/03,34969.55,3569543293343840,jcb
2753,jgarza,Aivee,Alice,Diaz,Female,adiaz@mycat.name,La Palma,128.159.195.10,1987/10/31,34508.49,3550688507443612,jcb
2754,mrobinson,Brightdog,Roger,Anderson,Male,randerson@topicshots.com,Manteca,201.11.66.103,1959/01/02,11506.92,67598781385627007,maestro
2755,mnichols,Realfire,Philip,Bell,Female,pbell@jaxbean.edu,Costa Mesa,200.100.170.184,1981/04/21,11864.09,3584222361533373,jcb
2756,hfields,Npath,Anne,Torres,Female,atorres@fivebridge.com,Reedley,149.226.62.195,1970/12/08,48615.79,3578911107130829,jcb
2757,phunt,Tambee,George,Hart,Female,ghart@photolist.name,Santa Clarita,49.224.107.255,1987/07/08,19142.58,3546028895846414,jcb
2758,jperez,Omba,Lawrence,Flores,Female,lflores@zoombox.name,Chino Hills,52.13.109.7,1988/09/30,47515.96,201673827268898,diners-club-enroute
2759,grussell,Aivee,Helen,Franklin,Male,hfranklin@devpulse.com,Tiburon,246.122.220.12,1978/08/22,19259.3,3550929119743043,jcb
2760,rroberts,Youspan,Nancy,Graham,Male,ngraham@digitube.edu,Redding,172.126.104.220,1976/03/10,15882.61,6759809016507349,switch
2761,lbell,DabZ,Willie,Daniels,Male,wdaniels@camido.info,Turlock,179.168.247.51,1961/06/05,7087.96,5610553158256940,bankcard
2762,vwood,Livepath,Bruce,Watson,Male,bwatson@quimm.mil,Roseville,194.156.131.250,1957/12/17,16483.37,3534038693524224,jcb
2763,wweaver,Eadel,David,Alexander,Male,dalexander@chatterbridge.edu,Auburn,61.73.150.68,1962/06/09,31201.65,3529119481065062,jcb
2764,fthomas,Bubblebox,Martha,Hudson,Female,mhudson@zoonder.mil,Wasco,10.197.124.164,1986/04/24,21113.44,3581326845035575,jcb
2765,skelley,Lazzy,Nicole,Cunningham,Male,ncunningham@flashspan.biz,Richmond,96.117.159.42,1971/12/16,40764.55,633382938505798311,switch
2766,hdiaz,Dynava,Theresa,Lynch,Male,tlynch@centimia.net,Hesperia,22.170.122.123,1960/01/21,14674.86,3534189816237440,jcb
2767,mramos,Dynabox,Brian,Carr,Male,bcarr@browsezoom.com,La Habra Heights,44.147.133.5,1960/09/26,49093.69,4017956205660,visa
2768,tmason,Trilith,Gerald,Perkins,Male,gperkins@fivespan.com,La Mirada,76.43.116.95,1950/11/01,36071.55,5108755943032952,mastercard
2769,ghernandez,Thoughtstorm,Ann,Clark,Male,aclark@zooveo.mil,Tulare,186.62.54.205,1956/08/02,24084.14,3577362882800882,jcb
2770,enelson,Gabtune,Jonathan,Bryant,Female,jbryant@yabox.gov,Chino,111.179.128.115,1952/08/11,36267.55,4917585224965602,visa-electron
2771,rrobinson,Kwimbee,Jessica,Jordan,Female,jjordan@yombu.biz,Hawthorne,85.130.237.199,1961/08/02,27544.18,5010127660899509,mastercard
2772,rgardner,Yakitri,Steve,Knight,Male,sknight@kwilith.biz,La Palma,114.56.173.127,1966/12/04,47157.63,3569420805724934,jcb
2773,ckim,Blogpad,Victor,Reid,Male,vreid@camido.mil,Vista,59.136.54.65,1959/09/13,38769.05,6333013762927611649,switch
2774,jgarcia,Eayo,Andrea,Hayes,Male,ahayes@skiba.net,Susanville,45.171.239.98,1971/06/27,16237.94,6387668670631922,instapayment
2775,rbryant,Zooveo,Phillip,Phillips,Male,pphillips@tanoodle.info,Brawley,80.243.115.122,1950/06/16,25271.69,633479027957496667,solo
2776,sgraham,Skidoo,Heather,Rodriguez,Male,hrodriguez@kwilith.mil,Ventura,49.73.230.133,1973/10/22,9707.37,3537613407731005,jcb
2777,lporter,Voomm,Janet,Webb,Male,jwebb@gabcube.com,Sacramento,68.127.107.66,1966/03/01,1704.22,3565459609195598,jcb
2778,wgeorge,Riffpedia,Ashley,Cole,Male,acole@twinder.net,La Mirada,113.9.154.39,1976/05/26,29109.3,3584229219179622,jcb
2779,jharrison,Tagpad,Shawn,Black,Female,sblack@skalith.biz,Montague,19.234.51.117,1950/11/12,24455.46,5602238682599003,china-unionpay
2780,jtucker,Vipe,Sean,Woods,Female,swoods@devcast.name,Woodlake,27.175.128.88,1950/04/06,39970.68,3564445573730586,jcb
2781,jjenkins,Zoomzone,Elizabeth,Campbell,Female,ecampbell@youspan.com,Loomis,225.65.82.127,1983/09/16,18297.41,374622155539363,americanexpress
2782,rhenry,Realcube,Barbara,Moreno,Male,bmoreno@eabox.com,Mendota,214.166.153.42,1967/07/06,32516.14,5520431705245063,mastercard
2783,rmendoza,Pixoboo,Bruce,Jordan,Female,bjordan@quire.info,Westlake Village,244.59.106.23,1979/11/12,17217.46,6763124628247041276,maestro
2784,efreeman,Gigazoom,Kenneth,Hall,Male,khall@zoonder.edu,Woodlake,198.230.248.15,1969/06/16,18288.04,4913442574946473,visa-electron
2785,lortiz,Zooxo,Willie,Sanchez,Male,wsanchez@demivee.org,Portola Valley,119.66.55.213,1970/02/21,33788.92,343226959243350,americanexpress
2786,ttaylor,Buzzbean,George,Ruiz,Female,gruiz@jaxnation.info,Vallejo,114.27.126.207,1956/07/18,29251.46,3588127562006374,jcb
2787,tcarter,Tagtune,Ernest,Dixon,Female,edixon@podcat.net,Santa Paula,189.100.233.124,1955/02/08,20725.69,3545334919596212,jcb
2788,jcole,Oodoo,Annie,Palmer,Male,apalmer@voonte.net,Elk Grove,198.212.156.144,1959/12/01,14929.46,3583913694487904,jcb
2789,jmatthews,Voolith,Andrea,Green,Male,agreen@oba.org,Burbank,159.211.234.33,1966/04/23,49843.18,4913775135295868,visa-electron
2790,apierce,Oyoloo,Louis,Cruz,Female,lcruz@roomm.edu,Concord,238.75.83.96,1954/08/29,46928.75,3578464916901329,jcb
2791,cturner,Topicblab,Christine,Davis,Male,cdavis@miboo.org,Yorba Linda,158.43.85.243,1954/12/11,23133.39,5018766594865607,maestro
2792,asmith,Fanoodle,Harry,Howard,Female,hhoward@pixope.biz,Walnut,199.75.189.49,1957/01/05,31227.08,3565167532188230,jcb
2793,arobertson,Flashpoint,Donna,Carter,Female,dcarter@browsedrive.info,Orland,31.60.29.176,1987/12/12,2708.4,6331103309516501933,switch
2794,hmoreno,Jabbertype,Steven,Ferguson,Male,sferguson@skinte.net,Williams,138.97.237.48,1958/11/27,48035.83,3568930305803310,jcb
2795,drobinson,Aimbo,Linda,Kim,Male,lkim@thoughtblab.edu,Barstow,189.232.222.143,1979/11/04,14792.56,201529221707974,diners-club-enroute
2796,awells,Oodoo,Patrick,Carr,Female,pcarr@browsezoom.edu,Santa Paula,86.17.68.233,1954/04/08,11389.74,3578009860728606,jcb
2797,shunt,Yadel,Jesse,Mendoza,Female,jmendoza@blogpad.biz,Scotts Valley,233.91.123.140,1962/03/13,49330.6,67631963383650640,maestro
2798,rwatson,Thoughtsphere,Carlos,Gray,Female,cgray@katz.org,La Palma,80.13.171.180,1957/08/14,44178.0,3571746672021939,jcb
2799,pstanley,Quimm,Sean,Cox,Female,scox@zoombeat.org,Merced,179.22.193.187,1987/05/06,26359.05,3566522963960946,jcb
2800,fmedina,Feednation,Joan,Gonzales,Male,jgonzales@divavu.edu,Mountain View,6.53.4.247,1951/04/08,40693.9,3574270378456767,jcb
2801,slawson,Photobug,Evelyn,Fisher,Male,efisher@blogtags.org,Cypress,96.172.189.154,1973/04/22,21005.18,337941686573436,americanexpress
2802,snichols,Babbleblab,Judith,Black,Female,jblack@eire.org,Elk Grove,40.92.104.7,1952/09/03,21370.72,3546777088391402,jcb
2803,jbaker,Voolith,Steven,Willis,Male,swillis@oyoloo.mil,Hidden Hills,60.167.139.151,1965/11/01,45746.92,3552092068538837,jcb
2804,gsanchez,Twinte,Sandra,Olson,Female,solson@avavee.edu,Clearlake,241.165.80.55,1973/08/06,34802.77,6762855562458580,maestro
2805,ewallace,Katz,Jack,Jones,Female,jjones@eabox.mil,Blue Lake,232.219.188.110,1954/04/16,23632.82,675917914847195537,maestro
2806,jcunningham,Topicstorm,Ernest,Mccoy,Female,emccoy@jaxspan.biz,Burbank,160.175.186.192,1963/04/16,11980.1,6709552536577357,laser
2807,atucker,Meedoo,Rebecca,Miller,Female,rmiller@youfeed.biz,Santa Cruz,101.251.210.75,1959/07/15,42104.74,5476495257285839,diners-club-us-ca
2808,gdavis,Tazz,Aaron,Moreno,Male,amoreno@browsezoom.name,La Mesa,76.95.88.92,1986/05/05,10210.14,4017951060979,visa
2809,tmontgomery,Eadel,Susan,Morgan,Male,smorgan@avamm.name,Atwater,185.220.169.62,1964/06/25,37475.3,3564638873922024,jcb
2810,jortiz,Meeveo,Diana,Hayes,Male,dhayes@edgeblab.mil,Tiburon,146.69.241.185,1988/02/27,25538.26,30573718589211,diners-club-carte-blanche
2811,cjohnson,Quire,Jeremy,Kim,Female,jkim@tagcat.net,Winters,208.211.182.235,1980/03/05,43639.43,4917089223443737,visa-electron
2812,dferguson,Meejo,Jacqueline,Andrews,Male,jandrews@yodo.edu,Calipatria,40.115.66.148,1961/04/28,26096.45,4026753147055764,visa-electron
2813,adiaz,Linkbuzz,Diana,Bishop,Male,dbishop@meevee.org,Eureka,129.14.35.18,1965/06/15,47810.68,5100147883841816,mastercard
2814,rbarnes,Omba,Evelyn,Chavez,Male,echavez@innoz.edu,Duarte,159.55.65.83,1950/10/24,2178.28,3559338513125511,jcb
2815,dcoleman,Lazzy,Bruce,Mccoy,Male,bmccoy@dynabox.org,Clayton,100.1.32.169,1955/04/21,30094.09,4041370206708406,visa
2816,sjacobs,Tazzy,Theresa,Fowler,Male,tfowler@meezzy.org,Modesto,248.124.114.70,1968/09/05,44282.15,3541194091721200,jcb
2817,grice,Reallinks,Carl,Cooper,Female,ccooper@jabberstorm.info,Porterville,223.144.100.253,1985/08/07,39946.28,3576183224957912,jcb
2818,glarson,Fivechat,Craig,Perkins,Female,cperkins@avamba.com,Camarillo,31.89.242.12,1961/06/25,25445.57,670956745369644541,laser
2819,cnichols,Cogilith,Charles,Ray,Male,cray@edgetag.com,Fort Jones,65.69.116.38,1964/10/16,28776.7,676399271238117025,maestro
2820,alewis,Bubblebox,James,Thompson,Male,jthompson@feedfire.name,Victorville,193.221.237.37,1961/12/06,3042.64,5283372321309775,mastercard
2821,ssims,Trupe,Sarah,Fernandez,Male,sfernandez@tagtune.name,Tulare,185.199.174.32,1955/05/25,47572.82,6761661484404261205,maestro
2822,jmorales,Dynava,Norma,Mcdonald,Female,nmcdonald@zoomdog.mil,Blue Lake,14.92.117.128,1988/06/18,1830.44,3554042802065546,jcb
2823,jscott,Flashdog,Lillian,Stewart,Female,lstewart@meetz.mil,Monte Sereno,248.150.184.193,1984/09/30,18653.95,5610209560663112,bankcard
2824,jduncan,Ntags,Patrick,Ryan,Male,pryan@plajo.edu,King City,98.165.150.114,1975/04/15,28091.44,4175003452038198,visa-electron
2825,jadams,Rhybox,Stephen,Cole,Male,scole@twitterwire.info,Santee,207.9.225.252,1972/10/22,46249.83,3536380019603664,jcb
2826,aford,Skaboo,Gregory,Carroll,Male,gcarroll@browseblab.org,Sunnyvale,233.82.130.154,1967/10/21,45617.73,36067671655725,diners-club-international
2827,pmitchell,Yadel,Lillian,Baker,Male,lbaker@kare.com,Brawley,177.246.134.190,1988/06/20,7594.69,337941901594100,americanexpress
2828,tnelson,Tagcat,Harry,Watson,Female,hwatson@tambee.name,Anderson,163.229.221.147,1987/02/27,8376.22,060411088516264365,maestro
2829,ajenkins,Lazz,Louis,Stephens,Female,lstephens@gabtype.org,Patterson,121.200.228.90,1951/08/15,38602.95,3566836538882025,jcb
2830,pbailey,Photolist,Clarence,Stanley,Female,cstanley@yoveo.biz,Cupertino,34.19.156.58,1962/12/16,48615.91,6759344155075285744,switch
2831,bellis,Yamia,Chris,Lawrence,Female,clawrence@bubblebox.info,Ross,37.230.212.17,1952/04/10,31715.21,374283338582539,americanexpress
2832,swebb,Meevee,Philip,Gilbert,Male,pgilbert@skiba.net,San Juan Bautista,150.12.91.38,1988/04/18,21438.27,56022172523096082,china-unionpay
2833,egarza,Kare,Rose,Ramos,Male,rramos@quinu.net,Pacific Grove,124.209.173.102,1981/10/03,23035.49,633110714857105473,switch
